Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20200213,Nonsteroidal Anti-inflammatory Drug,2000,PD RX PHARMACEUTICALS INC,2007/03/07-,55289-272,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4acea0aa-973f-40e5-88b4-0e2d85ea624c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4acea0aa-973f-40e5-88b4-0e2d85ea624c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4acea0aa-973f-40e5-88b4-0e2d85ea624c,4acea0aa-973f-40e5-88b4-0e2d85ea624c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20200201,Nonsteroidal Anti-inflammatory Drug,2000,PROFICIENT RX LP,2007/03/07-,63187-082; 63187-083,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/459bd9c0-1102-46d3-8020-5fec80d1ec36/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=459bd9c0-1102-46d3-8020-5fec80d1ec36,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=459bd9c0-1102-46d3-8020-5fec80d1ec36,459bd9c0-1102-46d3-8020-5fec80d1ec36
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20200120,Nonsteroidal Anti-inflammatory Drug,,REDPHARM DRUG INC,2007/03/07-,67296-0583,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/40e525f9-866a-1e39-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=40e525f9-866a-1e39-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=40e525f9-866a-1e39-e054-00144ff88e88,40e525f9-866a-1e39-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,78008,Meloxicam,MELOXICAM,20200120,Nonsteroidal Anti-inflammatory Drug,,REDPHARM DRUG INC,2006/10/02-,67296-1250,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/525711af-c858-28bf-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=525711af-c858-28bf-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=525711af-c858-28bf-e054-00144ff88e88,525711af-c858-28bf-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77929,MELOXICAM,MELOXICAM,20200120,Nonsteroidal Anti-inflammatory Drug,,REDPHARM DRUG INC,2006/07/19-,67296-1317,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4fe5e10f-f3a6-0201-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4fe5e10f-f3a6-0201-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4fe5e10f-f3a6-0201-e054-00144ff88e88,4fe5e10f-f3a6-0201-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20200119,Nonsteroidal Anti-inflammatory Drug,2000,BRYANT RANCH PREPACK,2007/03/07-,71335-0406,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3e37bece-b23e-41ca-9557-5105087e273b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3e37bece-b23e-41ca-9557-5105087e273b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3e37bece-b23e-41ca-9557-5105087e273b,3e37bece-b23e-41ca-9557-5105087e273b
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77921,Meloxicam,MELOXICAM,20191218,Nonsteroidal Anti-inflammatory Drug,2000,INTERNATIONAL LABORATORIES LLC,2008/12/01-,54458-964; 54458-965,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/06623222-188c-4ab1-976a-4cdb2037a709/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=06623222-188c-4ab1-976a-4cdb2037a709,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=06623222-188c-4ab1-976a-4cdb2037a709,06623222-188c-4ab1-976a-4cdb2037a709
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,Meloxicam,MELOXICAM,20191216,Nonsteroidal Anti-inflammatory Drug,2000,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2015/04/14-,43353-038; 43353-127,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1c6e3192-1f45-4e70-8afb-12c719618c38/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1c6e3192-1f45-4e70-8afb-12c719618c38,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1c6e3192-1f45-4e70-8afb-12c719618c38,1c6e3192-1f45-4e70-8afb-12c719618c38
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77944,Meloxicam,MELOXICAM,20191126,Nonsteroidal Anti-inflammatory Drug,2000,LUPIN PHARMACEUTICALS INC,2006/07/19-,68180-501; 68180-502,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/06a401f0-4380-4081-86ed-a309a25abf6b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=06a401f0-4380-4081-86ed-a309a25abf6b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=06a401f0-4380-4081-86ed-a309a25abf6b,06a401f0-4380-4081-86ed-a309a25abf6b
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77921,meloxicam,MELOXICAM,20191114,Nonsteroidal Anti-inflammatory Drug,2000,ZYDUS PHARMACEUTICALS USA INC,2006/07/19-,68382-050; 68382-051,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6c015f72-5ce3-4f56-8237-776fc2165b0c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6c015f72-5ce3-4f56-8237-776fc2165b0c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6c015f72-5ce3-4f56-8237-776fc2165b0c,6c015f72-5ce3-4f56-8237-776fc2165b0c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77921,meloxicam,MELOXICAM,20191114,Nonsteroidal Anti-inflammatory Drug,2000,CADILA HEALTHCARE LIMITED,2006/07/19-,65841-050; 65841-051,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5eb2e439-2ef2-496c-9aec-042029ae1305/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5eb2e439-2ef2-496c-9aec-042029ae1305,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5eb2e439-2ef2-496c-9aec-042029ae1305,5eb2e439-2ef2-496c-9aec-042029ae1305
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77928,Meloxicam,MELOXICAM,20191105,Nonsteroidal Anti-inflammatory Drug,2000,STRIDES PHARMA SCIENCE LIMITED,2009/05/14-,64380-715; 64380-716,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3fcb59d1-d547-415f-be6c-d88558fdda03/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3fcb59d1-d547-415f-be6c-d88558fdda03,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3fcb59d1-d547-415f-be6c-d88558fdda03,3fcb59d1-d547-415f-be6c-d88558fdda03
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77921,Meloxicam,MELOXICAM,20191030,Nonsteroidal Anti-inflammatory Drug,2000,QPHARMA INC,2006/07/19-,42708-038,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/aa197908-bdb1-423f-90f8-0b5ae46dc52a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aa197908-bdb1-423f-90f8-0b5ae46dc52a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=aa197908-bdb1-423f-90f8-0b5ae46dc52a,aa197908-bdb1-423f-90f8-0b5ae46dc52a
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77921,Meloxicam,MELOXICAM,20191030,Nonsteroidal Anti-inflammatory Drug,2000,QPHARMA INC,2006/07/19-,42708-037,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fb0b1635-c258-48d1-a12a-31f5d3d9a408/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fb0b1635-c258-48d1-a12a-31f5d3d9a408,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fb0b1635-c258-48d1-a12a-31f5d3d9a408,fb0b1635-c258-48d1-a12a-31f5d3d9a408
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20191029,Nonsteroidal Anti-inflammatory Drug,,REDPHARM DRUG INC,2007/03/07-,67296-0823,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/428bc6c6-5152-4f9a-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=428bc6c6-5152-4f9a-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=428bc6c6-5152-4f9a-e054-00144ff8d46c,428bc6c6-5152-4f9a-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77918,Meloxicam,MELOXICAM,20191024,Nonsteroidal Anti-inflammatory Drug,2000,CARLSBAD TECHNOLOGY INC,2010/06/30-,61442-126; 61442-127,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/20871c7f-1e36-49ef-8e2b-70112430ca1e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=20871c7f-1e36-49ef-8e2b-70112430ca1e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=20871c7f-1e36-49ef-8e2b-70112430ca1e,20871c7f-1e36-49ef-8e2b-70112430ca1e
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,MELOXICAM,MELOXICAM,20191010,Nonsteroidal Anti-inflammatory Drug,,DIRECT RX,2014/01/01-,61919-434; 61919-469,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c172a767-eb26-4995-b2a2-f3c5e87b4943/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c172a767-eb26-4995-b2a2-f3c5e87b4943,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c172a767-eb26-4995-b2a2-f3c5e87b4943,c172a767-eb26-4995-b2a2-f3c5e87b4943
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,78008,Meloxicam,MELOXICAM,20190916,Nonsteroidal Anti-inflammatory Drug,2000,AUROBINDO PHARMA LIMITED,2006/10/02-,65862-097; 65862-098,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d5e12448-1ca1-46a4-8de4-e8b94567e5a8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d5e12448-1ca1-46a4-8de4-e8b94567e5a8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d5e12448-1ca1-46a4-8de4-e8b94567e5a8,d5e12448-1ca1-46a4-8de4-e8b94567e5a8
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77929,MELOXICAM,MELOXICAM,20190911,Nonsteroidal Anti-inflammatory Drug,2000,CIPLA USA INC,2006/07/19-,69097-158; 69097-159,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/bb83cd61-0a82-4fe0-b72e-5b715cbd656d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bb83cd61-0a82-4fe0-b72e-5b715cbd656d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bb83cd61-0a82-4fe0-b72e-5b715cbd656d,bb83cd61-0a82-4fe0-b72e-5b715cbd656d
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77921,meloxicam,MELOXICAM,20190910,Nonsteroidal Anti-inflammatory Drug,2000,MCKESSON CORPORATION DBA SKY PACKAGING,2006/07/19-,63739-701,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/00902c8f-9490-4a30-8028-0216725420f9/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=00902c8f-9490-4a30-8028-0216725420f9,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=00902c8f-9490-4a30-8028-0216725420f9,00902c8f-9490-4a30-8028-0216725420f9
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,077918;077927,Meloxicam; meloxicam,MELOXICAM,20190817,Nonsteroidal Anti-inflammatory Drug,2000,BRYANT RANCH PREPACK,2010/06/30-; completed:2007/03/07-2018/11/19,63629-3248; 63629-7690,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a381942f-0cba-4e97-4741-ad04a6af2164/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a381942f-0cba-4e97-4741-ad04a6af2164,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a381942f-0cba-4e97-4741-ad04a6af2164,a381942f-0cba-4e97-4741-ad04a6af2164
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77929,MELOXICAM,MELOXICAM,20190717,Nonsteroidal Anti-inflammatory Drug,2000,CLINICAL SOLUTIONS WHOLESALE LLC,2006/07/19-,58118-1158,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0df81730-d682-4afc-95ba-d804f9461732/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0df81730-d682-4afc-95ba-d804f9461732,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0df81730-d682-4afc-95ba-d804f9461732,0df81730-d682-4afc-95ba-d804f9461732
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77921,Meloxicam,MELOXICAM,20190625,Nonsteroidal Anti-inflammatory Drug,2000,AMERICAN HEALTH PACKAGING,2016/05/09-,60687-199,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/937ea2ca-6b8c-4c80-9926-f4de7c8f5643/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=937ea2ca-6b8c-4c80-9926-f4de7c8f5643,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=937ea2ca-6b8c-4c80-9926-f4de7c8f5643,937ea2ca-6b8c-4c80-9926-f4de7c8f5643
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20190314,Nonsteroidal Anti-inflammatory Drug,2000,NUCARE PHARMACEUTICALS INC,2007/03/07-,68071-1994,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/630221ef-714e-6996-e053-2991aa0a586f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=630221ef-714e-6996-e053-2991aa0a586f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=630221ef-714e-6996-e053-2991aa0a586f,630221ef-714e-6996-e053-2991aa0a586f
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20190305,Nonsteroidal Anti-inflammatory Drug,2000,NUCARE PHARMACEUTICALS INC,2007/03/07-,68071-1993,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4925f194-c924-242c-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4925f194-c924-242c-e054-00144ff88e88,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4925f194-c924-242c-e054-00144ff88e88,4925f194-c924-242c-e054-00144ff88e88
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,Meloxicam,MELOXICAM,20190212,Nonsteroidal Anti-inflammatory Drug,,LAKE ERIE MEDICAL DBA QUALITY CARE PRODUCTS LLC,2010/09/17-,49999-869,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/aa28251e-cab0-49a2-bf3f-ad820b1432cf/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aa28251e-cab0-49a2-bf3f-ad820b1432cf,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=aa28251e-cab0-49a2-bf3f-ad820b1432cf,aa28251e-cab0-49a2-bf3f-ad820b1432cf
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20190102,Nonsteroidal Anti-inflammatory Drug,2000,QPHARMA INC,2007/03/07-,42708-093,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/14e7472a-24fe-4ae1-abc7-c2972ce8cd74/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=14e7472a-24fe-4ae1-abc7-c2972ce8cd74,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=14e7472a-24fe-4ae1-abc7-c2972ce8cd74,14e7472a-24fe-4ae1-abc7-c2972ce8cd74
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77929,MELOXICAM,MELOXICAM,20181229,Nonsteroidal Anti-inflammatory Drug,2000,CONTRACT PHARMACY SERVICES PA,2006/07/19-,67046-505; 67046-506,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/597c6ed3-d61b-737f-e053-2a91aa0a5b31/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=597c6ed3-d61b-737f-e053-2a91aa0a5b31,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=597c6ed3-d61b-737f-e053-2a91aa0a5b31,597c6ed3-d61b-737f-e053-2a91aa0a5b31
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,Meloxicam,MELOXICAM,20181228,Nonsteroidal Anti-inflammatory Drug,2000,EXELAN PHARMACEUTICALS INC,2015/04/14-,76282-152; 76282-153,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/dfaac71c-dcc5-4b57-bf3b-616fccab96de/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dfaac71c-dcc5-4b57-bf3b-616fccab96de,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=dfaac71c-dcc5-4b57-bf3b-616fccab96de,dfaac71c-dcc5-4b57-bf3b-616fccab96de
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20181115,Nonsteroidal Anti-inflammatory Drug,2000,ST MARY S MEDICAL PARK PHARMACY,2016/02/03-,60760-404,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/60c9ab35-4b6e-383d-e053-2a91aa0a26ad/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=60c9ab35-4b6e-383d-e053-2a91aa0a26ad,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=60c9ab35-4b6e-383d-e053-2a91aa0a26ad,60c9ab35-4b6e-383d-e053-2a91aa0a26ad
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20181115,Nonsteroidal Anti-inflammatory Drug,2000,ST MARY S MEDICAL PARK PHARMACY,2016/02/03-,60760-419,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/60c954d5-bd5a-33f9-e053-2a91aa0ab597/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=60c954d5-bd5a-33f9-e053-2a91aa0ab597,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=60c954d5-bd5a-33f9-e053-2a91aa0ab597,60c954d5-bd5a-33f9-e053-2a91aa0ab597
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20180914,Nonsteroidal Anti-inflammatory Drug,2000,UNIT DOSE SERVICES,2007/03/07-,50436-9787,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f2197492-9932-45c7-8fe0-5284ccfb8458/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f2197492-9932-45c7-8fe0-5284ccfb8458,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f2197492-9932-45c7-8fe0-5284ccfb8458,f2197492-9932-45c7-8fe0-5284ccfb8458
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77927,meloxicam,MELOXICAM,20180914,Nonsteroidal Anti-inflammatory Drug,2000,UNIT DOSE SERVICES,2007/03/07-,50436-0098,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4f7f4c26-d85d-4721-8371-49c52461a3f0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4f7f4c26-d85d-4721-8371-49c52461a3f0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4f7f4c26-d85d-4721-8371-49c52461a3f0,4f7f4c26-d85d-4721-8371-49c52461a3f0
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77918,Meloxicam,MELOXICAM,20180726,Nonsteroidal Anti-inflammatory Drug,2000,AVPAK,2012/10/09-,50268-525; 50268-526,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ee8df8fa-d08a-8c8b-f048-813e5022a101/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ee8df8fa-d08a-8c8b-f048-813e5022a101,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ee8df8fa-d08a-8c8b-f048-813e5022a101,ee8df8fa-d08a-8c8b-f048-813e5022a101
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77929,MELOXICAM,MELOXICAM,20180607,Nonsteroidal Anti-inflammatory Drug,2000,NCS HEALTHCARE OF KY INC DBA VANGARD LABS,2006/07/19-,0615-8040; 0615-8124,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/108397e9-672d-4061-bb74-65818c782d61/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=108397e9-672d-4061-bb74-65818c782d61,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=108397e9-672d-4061-bb74-65818c782d61,108397e9-672d-4061-bb74-65818c782d61
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77944,Meloxicam,MELOXICAM,20170522,Nonsteroidal Anti-inflammatory Drug,2000,BRYANT RANCH PREPACK,2006/07/19-,63629-6707,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3fa79939-114b-4913-be01-d3e067e6ab28/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3fa79939-114b-4913-be01-d3e067e6ab28,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3fa79939-114b-4913-be01-d3e067e6ab28,3fa79939-114b-4913-be01-d3e067e6ab28
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,77921,meloxicam,MELOXICAM,20170522,Nonsteroidal Anti-inflammatory Drug,2000,BRYANT RANCH PREPACK,2006/07/19-,63629-6706,VG2QF83CGL,MELOXICAM,MELOXICAM,VG2QF83CGL,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/29a7b84d-ecba-4b7a-8d55-956455410cb8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=29a7b84d-ecba-4b7a-8d55-956455410cb8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=29a7b84d-ecba-4b7a-8d55-956455410cb8,29a7b84d-ecba-4b7a-8d55-956455410cb8
